id,language,title,url,numberOfLessons,notes,rank,monthPublished,extras,systemWhenCreated,systemWhoCreated
69,english,GIMP Quick Tips,https://www.linkedin.com/learning/gimp-quick-tips/improve-your-images-with-gimp,20,"##sec1, image editing tips, 20",4.0,2020-03,"$info=very quick tips under 2 minutes, work through;$kind=/graphics/",2020-04-23 23:25:42,systemUnknown
70,english,Google Apps Script for JavaScript Developers,https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/welcome,20,"###INFO
// project: gdriveapps

##sec0, intro, 2
0.1;skimmed; to generate markdown
0.2;skimmed; just drag files

###sec1, *setup, 3
1.1a; 2020-04-24 01:34:19; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/setting-up-google-apps-script ; install google apps script module
1.1b; 2020-10-01 13:01:28; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/setting-up-google-apps-script ; set it up first: settings, Manage Apps, connect apps to drive; `script`; connect more apps; 
1.2a; 2020-04-24 01:37:45; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/introduction-to-apps-script ; `Logger.log(test);`
1.2b; 2020-10-01 14:14:22; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/introduction-to-apps-script ; `Logger.log(test);`
1.3; 2020-10-01 14:16:26; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/setting-up-a-document ; shows his sample document that we are going to convert to MarkDown

##sec2, *files, 4
2.1;2020-10-01 14:27:08; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/finding-files ; every file in Google Drive has a unique ID; `DriveApp.getFileById(""1ocAP7VVjNxs15uu3QqZgYIo46AEh264Z"")` shows the name of the file in log
2.2;2020-10-01 14:49:53; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/file-iterators ; gets a file into a variable by name, via a custom function
// TODO: @1:262.3;2020-10-01 15:22:56; https://www.linkedin.com/learning/google-apps-script-for-javascript-developers/reading-file-contents ; 

##sec3, *folders, 4

##sec4, *images, markdown, etc., 5",4.4,2017-04,$info=Basic course on using JavaScript for Google Sheets like VBA for Excel and Office;$kind=/techbits/wk/terraIncognita/,2020-04-24 01:29:26,systemUnknown
71,spanish,React Redux esencial,https://www.linkedin.com/learning/react-redux-esencial/introduccion-al-curso-react-redux,34,"##sec0, 1, intro

##sec1, 9, react y flux
1.1; 2020-04-24 02:03:40; https://www.linkedin.com/learning/react-redux-esencial/software-utilizado-en-el-curso ; `create-react-app`
1.2; 2020-04-24 02:21:01; https://www.linkedin.com/learning/react-redux-esencial/repaso-inicial-de-react ; él menciona Angular

##sec2, 7, basic application with redux

##sec3, 4, router

##sec4, 7, data

##sec5, 6, data",4.97,2020-04,"$info=good, has redux and is spanish",2020-04-24 02:02:42,systemUnknown
72,german,React.js: Ein Web-Interface entwickeln,https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/create-react-app-verwenden,27,"###INFOS
// project: reactweb
// has moment.js video
###sec0,1,intro
0.1;skimmed

###sec1,6,basics
1.1;2020-05-09 23:39:41;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/create-react-app-verwenden?autoplay=true;create-react-app, node, git, npm, yarn, VSCode, Webpack ist dabei, auch Babel, Chrome tools for React, sie hatte ein anderes React-Start-Bild
1.2;2020-05-10 09:00:39; https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/die-projektdateien-im-uberblick; manifest.json for smartphones, als Anwendung zum Startbildschirm hinzugefügt wird, index.js ist Startdatei
1.3;2020-05-10 11:05:45;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/eine-react-app-untersuchen; JSX ist eine Mischung aus XHTML und JavaScript
1.4;2020-05-10 11:18:33;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/eigene-module-installieren; es gibt Bootstrap Varienten, die an React zugeschnitten sind, lodash und moment installieren, react icons, yarn add seems to be the same as npm install, `yarn add bootstrap react-icons lodash jquery popper.js moment react-moment`, then `import 'bootstrap/dist/css/bootstrap.css';`, `import 'jquery/dist/jquery';`, `import 'popper.js/dist/umd/popper';`, `import 'bootstrap/dist/js/bootstrap';`
1.5;2020-05-10 11:40:44;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/ordnerstruktur-anpassen; reorganizes App.css, etc. makes css and components directories under src
1.6;2020-05-10 11:54:37;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/html-und-css-code-erganzen; replaced text in four files

###sec2,9, components
2.1;2020-05-10 12:18:17;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/komponenten-erstellen; functional or class components
2.2;2020-05-10 14:44:07;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/state-definieren; virtual DOM, state, to use state you need a class component
2.3;2020-05-10 15:36:43;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/lifecycle-methode-nutzen; reads JSON file into state variable
2.4;2020-05-10 16:17:59;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/komplexe-daten-ausgeben-lassen; builds HTML block with .map() to read the JSON data
2.5;2020-05-10 18:25:38;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/daten-an-unterkomponenten-ubergeben; data sent as props to lower component
2.6;2020-05-10 19:48:34;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/expressions-verschachteln; used a map inside JSX
2.7;2020-05-11 19:42:01;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/listen-mit-index-versehen; `key={item.aptId}`
2.8;2020-05-11 19:57:09;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/react-icons-nutzen; you need react-icons e.g. 3.8.0
2.9;2020-05-11 20:24:55;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/moment-js-fur-datumsangaben-benutzen; `npm i react-moment`, `<Moment date={item.aptDate} parse=""YYYY-MM-DD hh:mm"" format=""DD.MM.YYYY hh:mm"" />`

###sec3,5, forms, etc.
3.1;2020-05-11 21:14:00;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/ereignisse-mit-props-behandeln; `onClick={() => this.props.deleteAppointment(item)}`
3.2;2020-05-12 19:21:42;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/formularanzeige-steuern; form with display:none
3.3;2020-05-12 19:46:55;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/auf-toggle-reagieren; `this.toggleForm = this.toggleForm.bind(this);`
3.4;2020-05-12 20:04:54;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/zustand-der-formularfelder-verfolgen; can fill in form and it changes react variables
3.5;2020-05-12 20:26:02;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/formulardaten-verarbeiten; `tempApts.unshift(apt);`

###sec4,6,sort and search
4.1;2020-05-14 19:18:06;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/sortierung-vorbereiten; `filteredApts.sort((a, b) => {`
4.2;2020-05-14 20:47:38;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/auswahl-im-dropdown-menu-anzeigen; don't know how the color of the text is being changed
4.3;2020-05-14 21:06:12;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/benutzergesteuerte-sortierung; important: `changeOrder={this.changeOrder}` and not `changeOrder={this.state.changeOrder}`
4.4;2020-05-14 21:55:30;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/suche-vorbereiten; `.filter(m => m['petName'].toLowerCase().includes(this.state.searchText.toLowerCase())`
4.5;2020-05-14 22:04:19;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/suchfeld-aktivieren; `onChange={e => this.props.searchApts(e.target.value)}`
4.6;2020-05-14 22:11:55;https://www.linkedin.com/learning/react-js-ein-web-interface-entwickeln/eintrage-editieren; `contentEditable suppressContentEditableWarning`",-4.994,2020-02,"$info=finished, very good course, everything worked, see ""reactweb"" at GitHub;$status=finished",2020-04-24 11:50:28,systemUnknown
73,german,GraphQL Grundkurs,https://www.linkedin.com/learning/graphql-grundkurs/willkommen-im-graphql-einsteigerkurs,26,"0.1;skimmed
0.2;skimmed; `https://www.prisma.io`
// it looked difficult to set up Prisma https://www.prisma.io/docs/getting-started/setup-prisma/start-from-scratch-sql-typescript-postgres
// and this tutorial looked more straight-forward: https://www.linkedin.com/learning/graphql-essential-training/query-and-mutation-types",4.33,2019-03,$kind=/try/,2020-04-24 12:01:00,systemUnknown
74,german,"Webprojekt-Workflows mit Gulp.js, Git und Browserify",https://www.linkedin.com/learning/webprojekt-workflows-mit-gulp-js-git-und-browserify/willkommen-zu-webprojekt-workflows-mit-gulp-js-git-und-browserify-2,21,,4.6,2017-09,,2020-04-24 12:03:43,systemUnknown
75,german,Grundlagen der Programmierung: Reguläre Ausdrücke,https://www.linkedin.com/learning/grundlagen-der-programmierung-regulare-ausdrucke/willkommen-zu-grundlagen-der-programmierung-regulare-ausdrucke,32,// regex,4.2,2014-03,$kind=/wk/; $info=base regex course,2020-04-24 13:03:37,systemUnknown
76,german,JavaScript: Asynchrone Programmierung,https://www.linkedin.com/learning/javascript-asynchrone-programmierung/willkommen-zu-javascript-asynchrone-programmierung,19,// older course about complex JavaScript,4.3,2016-04,,2020-04-24 13:03:37,systemUnknown
77,spanish,JavaScript avanzado: Expresiones regulares,https://www.linkedin.com/learning/javascript-avanzado-expresiones-regulares/presentacion-del-curso-javascript-avanzado-expresiones-regulares,23,"###INFO
// project: regex333

##sec0,1,intro
0.1;skimmed

##sec1,9,basic concepts
1.1;skimmed
1.2;2020-04-25 23:39:13; https://www.linkedin.com/learning/javascript-avanzado-expresiones-regulares/conoce-y-crea-tu-primera-expresion-regular ; `new RegExp('abc')` or `/abc/`
1.3;2020-05-12 14:34:54; https://www.linkedin.com/learning/javascript-avanzado-expresiones-regulares/prueba-y-evalua-tus-primeras-expresiones-regulares; two examples
1.4;2020-05-19 10:53:53; https://www.linkedin.com/learning/javascript-avanzado-expresiones-regulares/evaluar-un-conjunto-de-caracteres-con-expresiones-regulares; 0:14

##sec2,3,groups

##sec3,3,structures

##sec4,4, more

##sec5,4, use cases

###VOCAB
la cadena de texto
the text string

aquí arriba
up here

aquí arriba
up here

voy a dejar esta línea
I will leave this line

como te das cuenta
as you realize

mandar a consola
send to the console

Así que
So

sucedió en 1996
it happened in 1996

no tiene que ser exacta
it doesn't have to be exact

quiero averiguar
i want to find out

qué tal si yo tengo
What if I have

lo que tenemos hacer
what we have to do

tenemos definidas
we have defined

que me va a ayudar
that will help me

si puedo encontrar este patrón
if i can find this pattern

lograr
achieve",4.5,2016-12,$info=looks like good base course on regex; $kind=/wk/,2020-04-24 19:31:29,systemUnknown
78,spanish,Novedades JavaScript versión ES6,https://www.linkedin.com/learning/novedades-javascript-version-es6/presentacion-del-curso-novedades-javascript-version-es6,27,,4.3,2015-12,,2020-04-24 19:31:29,systemUnknown
79,spanish,Node.js: Trucos,https://www.linkedin.com/learning/node-js-trucos/consejos-y-trucos-para-trabajar-con-node-js,25,"// moment.js, jimp (image manipulation)",4.84,2019-11,,2020-04-24 19:31:29,systemUnknown
80,spanish,Node.js práctico: Sitio web,https://www.linkedin.com/learning/node-js-practico-sitio-web/presentacion-del-curso-node-js-practico-sitio-web,25,"###sec0,1,intro
0.1;skimmed

###sec1,2,node site
1.1;skimmed
1.2;skimmed; installed

##sec2,6,server
2.1;2020-05-26 23:37:32;https://www.linkedin.com/learning/node-js-practico-sitio-web/crear-un-servidor-basico-con-node-js; `const http = require('http');`

##sec3,9,with pug

##sec4,2, with express

##sec5,5,mongo

##sec6,2, cloud publish

###VOCAB
vamos a presionar Enter
we'll press Enter

se muestra
is showing

y solo falta
and it's just missing

escoger
to choose

acá
here

encabezado
header",4.932,2018-12,$info=interesting use of node and with Mongo and in Spanish,2020-04-24 19:31:29,systemUnknown
81,french,Découvrir MySQL,https://www.linkedin.com/learning/decouvrir-mysql/explorer-les-types-de-donnees-larges-et-les-dates,31,"// MySQL Workbench
- 1.3;2020-04-24 22:59:05; https://www.linkedin.com/learning/decouvrir-mysql/installer-mysql-sur-linux-et-tester-la-connexion; mostly defaults
",4.0,2015-05,,2020-04-24 22:34:47,systemUnknown
82,spanish,MySQL esencial,https://www.linkedin.com/learning/mysql-esencial/funciones-matematicas-en-mysql,58,- 1.4;2020-04-24 23:42:54; https://www.linkedin.com/learning/mysql-esencial/uso-de-mysql-desde-la-consola ; didn't do any queries,4.6,2019-10,,2020-04-25 01:26:14,systemUnknown
83,english,Processing and Interchanging JSON Data,https://www.linkedin.com/learning/processing-and-interchanging-json-data/welcome,15,"// users http-server from node.js
// JSON schema
// convert JSON to XML
// convert JSON to YAML
// project: json2

1.1; 2020-04-30 06:34:07; https://www.linkedin.com/learning/processing-and-interchanging-json-data/visual-code-studio-chrome-and-http-server; auto close tag, auto rename tag, open in browser, `npm i http-server -g`",4.788,2017-03,$kind=/wk/try/,2020-04-25 13:27:00,systemUnknown
84,french,Learning Jenkins,https://www.linkedin.com/learning/learning-jenkins/welcome,29,"###INFO
//project: jenkins001

###sec0, intro, 4
0.1;skimmed
0.2;skimmed
0.3;skimmed; MIT license, lots of plugins
0.4;skimmed; project and job used interchangeably

##sec1, install, 10
1.5; 2020-09-09 15:15:11; https://www.linkedin.com/learning/learning-jenkins/install-jenkins-on-ubuntu; `sudo su -`; `wget -q -O - http://pkg.jenkins-ci.org/debian-stable/jenkins-ci.org.key |`; `apt-key add -`; wasn't able to install it, see [install jenkins on ubuntu](forays?openItemIds=146&id=146) for more info, asked [serverfault question](https://serverfault.com/questions/1034893/why-does-jenkins-install-tell-me-package-jenkins-has-no-installation-candidat) got good answer and it installed correctly
//TODO: 1.6;dddddd; https://www.linkedin.com/learning/learning-jenkins/the-jenkins-user-interface ; Ok, it assumes you have a user interface so installing on Ubuntu client

##sec2, jobs, 7

##sec3, advanced jobs, 8

##sec4, views and folders, 4

##sec5, pipelines, 1",4.3,2018-04,"$info=Basic tutorial on Jenkins, looks thorough;$kind=/int001/",2020-04-25 17:37:00,systemUnknown
85,english,Learning Package Management with Yarn,https://www.linkedin.com/learning/learning-package-management-with-yarn/welcome,21,"- 1.2; 2020-04-25 22:50:06; https://www.linkedin.com/learning/learning-package-management-with-yarn/yarn-vs-npm; different syntaxes, yarn has an offline mirror, workspaces",4.0,2018-10,,2020-04-25 23:07:33,systemUnknown
86,english,React: Building Large Apps,https://www.linkedin.com/learning/react-building-large-apps/introduction-to-electrode,13,,4.56,2017-08,,2020-04-25 23:07:33,systemUnknown
87,english,React Native: Building Mobile Apps,https://www.linkedin.com/learning/react-native-building-mobile-apps-3/welcome,26,"// sets up Babel
// Android Studio",4.84,2018-01,,2020-04-25 23:35:05,systemUnknown
88,english,Learning GitHub Actions,https://www.linkedin.com/learning/learning-github-actions-2/automating-with-github-actions,38,"// workflows
// CI/CD pipeline
// linting and unit tests
// project: githubactions

###sec0, 4, intro
0.1;skimmed; pushes, etc. are used as triggers
0.2;skimmed; YAML, Docker
0.3;skimmed; downloaded files
0.4;2020-05-09 02:44:29;https://www.linkedin.com/learning/learning-github-actions-2/working-with-yaml-files; GitHub workflows are coded in YAML format

##sec1, 2, get started
1.1;2020-05-09 02:45:23;https://www.linkedin.com/learning/learning-github-actions-2/your-first-action; there was no ""simply workflow"" actually finally found it two pages down, `hello.yml`, button: Start Commit, doing this in n49900_tech, commit new file, clicking CI (name) it looks different, click on ""build"" and you see what he sees

##sec2, 7, actions with workflows

##sec3, 7, secrets and artifacts

##sec4, 6, testing, deploying

##sec5, 12, custom actions and docker",4.71,2020-02,"$info=still following along but may get complex, follow along as long as possible; $kind=/wk/devops/",2020-04-26 10:42:20,systemUnknown
89,english,GitHub Learning Lab,https://lab.github.com/githubtraining,,"- 1.1; 2020-04-26 11:22:49; https://lab.github.com/githubtraining/introduction-to-github; was the first course
- 2.1; 2020-04-26 11:49:29; https://lab.github.com/githubtraining/introduction-to-react | Introduction to React: Steps 1-6; props and state
- 2.2; 2020-04-26 11:49:29; https://lab.github.com/githubtraining/introduction-to-react | Introduction to React: Steps 7-11; callbacks",4.7,2020-04,,2020-04-26 13:38:54,systemUnknown
90,english,"Git: Branches, Merges, and Remotes",https://www.linkedin.com/learning/git-branches-merges-and-remotes/unlock-powerful-code-management-and-collaboration-tools-in-git,43,"###sec0,2, intro
0.1;skimmed; three most powerful features: branching, merging, remotes
0.2;skimmed

###sec1,5, commit tree
1.1;2020-07-29 13:21:33; https://www.linkedin.com/learning/git-branches-merges-and-remotes/reference-commits ; A commit is considered tree-ish because it refers to a tree at the point when a commit has been applied.; tree-ish entities are e.g. SHA-1 has, HEAD pointer reference, Branch reference, Tag reference, Ancestry; Git HEAD is like on an analog tape recorder, HEAD is where the play head is positioned.; `git log` then `git show nnnnnnnnnnnnnnnnnnnnnnn`
1.2;2020-07-29 15:05:06; https://www.linkedin.com/learning/git-branches-merges-and-remotes/ancestry ; most commits have a parent commit, i.e. that one which comes before it; `HEAD^`
1.3;2020-07-29 15:41:44;https://www.linkedin.com/learning/git-branches-merges-and-remotes/tree-listings ; `git ls-tree HEAD`: some blobs, some trees; trees are directories; The command ls-tree is a good way to go back at a previous moment in time to see what files and directories were there.
1.4;2020-07-29 16:13:44; https://www.linkedin.com/learning/git-branches-merges-and-remotes/filter-the-commit-log ; `git log --graph --decorate -30 --all --date-order --date=format:'%Y-%m-%d %H:%M:%S' --pretty=format:'%C(cyan)%h%Creset %C(black bold)%ad%Creset%C(auto)%d %s'`
1.5;2020-07-29 17:09:57; https://www.linkedin.com/learning/git-branches-merges-and-remotes/format-the-commit-log ; switches branches; 

###sec2,9, branches
2.1;2020-07-31 11:48:08; https://www.linkedin.com/learning/git-branches-merges-and-remotes/branching-overview ; Branches are one of the most powerful features of Git, in large part because of how easy they are to use, it's as if Git wants you to branch.; we don't always have to merge branches back into master; when merging back into master, the head moves to the newly merged commit
2.2;2020-07-31 11:51:44; https://www.linkedin.com/learning/git-branches-merges-and-remotes/create-branches; shows where info is stored for branches, i.e. `.git/refs/heads`
2.3;2020-07-31 14:01:16; https://www.linkedin.com/learning/git-branches-merges-and-remotes/switch-branches ; `git checkout et-enh-new-page-deleter
2.4;2020-07-31 14:12:16; https://www.linkedin.com/learning/git-branches-merges-and-remotes/create-and-switch-branches ; more switching
2.5;2020-07-31 14:39:25; https://www.linkedin.com/learning/git-branches-merges-and-remotes/switch-branches-with-uncommitted-changes ; shows you have to check in changes before you switch branches
2.6;2020-07-31 14:56:48; https://www.linkedin.com/learning/git-branches-merges-and-remotes/compare-branches; `git diff master..new_feature`, seems a bit backward since it shows as green what was added in the second branch, remember the perspective is from second, e.g. green was added to it, or red is not in it	; `git branch --merged`
2.7;2020-07-31 16:20:38; https://www.linkedin.com/learning/git-branches-merges-and-remotes/rename-branches ; `git branch -m et-test-change-another-thing2`
2.8;2020-07-31 16:27:48; https://www.linkedin.com/learning/git-branches-merges-and-remotes/delete-branches ; git won't let you delete a branch that is not fully merged, but you can change `-d` to `-D` to force-delete its
2.9;2020-07-31 16:43:04;https://www.linkedin.com/learning/git-branches-merges-and-remotes/configure-command-prompt ; `__git__ps1` to see if git prompt is there; `https://github.com/git/git`; one already had very extensive information above the cursor when Git is installed, ti seems

##sec3,4, reset branches
3.1;2020-08-03 15:25:46;https://www.linkedin.com/learning/git-branches-merges-and-remotes/configure-command-prompt ; three types of reset: soft, mixed and hard; soft = moves HEAD but does not change staging index or working directory, e.g. `git reset --soft nnnnnnnnnn`; mixed = same as soft but changes stanging index to match repository, so changes waiting to be committed would be changed, e.g. `git reset --mixed nnnnnnnnnnnn`; hard = changes all three, ""make everything look as it was at that point""
3.2;2020-08-03 16:22:53;https://www.linkedin.com/learning/git-branches-merges-and-remotes/soft-reset ; use soft reset to return to an older state but leave code changes staged, similar to `git commit --amend`, you will usually only want to do resets when working in your own private repository, `git checkout -b reset_branch shorten_title`
3.3;2020-08-31 17:19:58; https://www.linkedin.com/learning/git-branches-merges-and-remotes/mixed-reset ; mixed reset similar to soft reset; mixed reset won't make changes to working directory; `git reset --mixed ttttttttttt`; mixed will modify the index, i.e. staging area

##sec4,5, merge branches

##sec5,4, stash changes

##sec6,6, remote

##sec7,8, collaborate via remote",4.999999993,2019-06,"$idCode=/git/;$info=very good course on git branches, complete; $kind=/wk/",2020-04-28 16:47:37,systemUnknown
91,english,Inkscape Essential Training,https://www.linkedin.com/learning/inkscape-essential-training/welcome,81,"###infos
// workshop: inkscape4
// css question: https://stackoverflow.com/questions/61561861/visual-studio-codes-autocomletion-for-css-stopped-working-in-html-files
// to show .svg image, you just need to put in in an image tag
// https://inkscape.org/

###sec0, intro, 2
0.1;skimmed; basic overview
0.2;skimmed; if files too zoomed, press 5 key 

##sec1, basics, 13
1.1;2020-05-02 17:01:48; https://www.linkedin.com/learning/inkscape-essential-training/what-is-inkscape; like Adobe Illustrator, Freehand, Corel Draw, Win-Mac-Linux, open source GPL, free, SVG (scalable vector graphics) XML format, conform to what is in the SVG standard, well-suited for the web
1.2;2020-05-09 03:24:22; https://www.linkedin.com/learning/inkscape-essential-training/what-is-scalable-vector-graphics; SVG, open file format, also used by Scribus and LibreOffice and Blender and GIMP, Adobe Illustrator can open SVG as well and export to SVG, SVG supports: vector graphics and raster graphics and text, SVG supports animation but Inkscape does not have support for working with animation (2015), uses XML so can edit with e.g. oXygen XML (payware), SVG graphics created in Inkscape work on the web, JavaScript can dynamically change the appearance of SVG
1.3;2020-05-15 00:39:50; https://www.linkedin.com/learning/inkscape-essential-training/installing-inkscape-on-windows; extra steps for Mac
1.4;skimmed; install on windows
1.5;skimmed; install on mac
1.6; 2020-08-31 23:06:19; https://www.linkedin.com/learning/inkscape-essential-training/touring-the-inkscape-interface; everything empty; icon bar; snap control bar; goes through all controls
1.7; 2020-09-24 23:01:45; https://www.linkedin.com/learning/inkscape-essential-training/exploring-the-inkscape-toolbox ; double-click on tool for preferences; shows all tools
//TODO: 1.8;2020-09-24 23:18:35; https://www.linkedin.com/learning/inkscape-essential-training/creating-new-documents; Inkscape can't run without a document open; 

##sec2, navigating, 8 

##sec3, shapes, 11

##sec4, transformations, 13

##sec5, fills and strokes, 9

##sec6, filters, 7

##sec7, extensions, 5

##sec8, complex shapes, 5

##sec9, text, 5

##sec10, exporting/printing, 4",4.3,2015-11,"$info=very thorough but old (2015), continue to work through, download, etc.;$kind=/graphics/",2020-04-29 17:30:02,systemUnknown
92,spanish,GitHub para programadores,https://www.linkedin.com/learning/github-para-programadores/presentacion-del-curso-github-para-programadores,27,,4.0,2016-02,,2020-04-29 17:30:02,systemUnknown
93,spanish,JavaScript Avanzado 2,https://www.linkedin.com/learning/javascript-avanzado-2/que-vas-a-aprender-en-este-curso-de-javascript-avanzado,48,"0.1;2020-04-30 21:34:55;https://www.linkedin.com/learning/javascript-avanzado-2/que-vas-a-aprender-en-este-curso-de-javascript-avanzado; short introduction
1.1;2020-04-30 22:03:33;https://www.linkedin.com/learning/javascript-avanzado-2/patrones-de-diseno-en-programacion; overview of design patterns

###vocab
el alcance
the scope

ya conocen
you already know

y demás
and others

entonces
so

pr. manejo
HO

almacenamiento de datos
data storage

patrones de deseño
design patterns

la tela
the cloth

las piezas
the pieces

son como plantillas
they are like templates

antemano
beforehand

pr. techo 
TAY-choh

bastante robustos
quite robust

nos llevan
they take us

debido a que no recibimos un email
because we did not receive an email

archivos fuente
source files

y así
and so

estos se enfocan
these focus",4.85,2020-04,$info=watch Avanzando 1 first,2020-04-29 17:30:02,systemUnknown
94,english,Go Essential Training,https://www.linkedin.com/learning/go-essential-training/go-for-modern-applications,67,"###INFO
//project: golang22

###sec0,2,intro
0.1;skimmed;Google, Netflix, Amazon use Go, Docker and Kubernetes are written in Go
0.2;skimmed;Go uses Git to install third-party packages, he will use wim, download at `https://golang.org/dl`, installed: go version go1.14.2 windows/amd64

###sec1,2, getting started
1.1;2020-05-11 05:27:48;https://www.linkedin.com/learning/go-essential-training/anatomy-of-a-go-program; package main, no semi-colon at end of line, string use double quotes, strings are UNICODE, vscode installing many extensions, etc., ""All tools successfully installed. You are ready to Go :).""
1.2;2020-05-11 05:52:24;https://www.linkedin.com/learning/go-essential-training/the-go-tools; `go run test.go`, `go build test.go`, `./test.exe` to run, `go help`: test, get, fmt",4.87,2018-11,"$info=Go is much more approachable than expected, already writing programs, continue on",2020-04-30 17:23:02,systemUnknown
95,english,Learning Vim,https://www.linkedin.com/learning/learning-vim/vim-for-text-editing,40,,4.3,2018-11,,2020-04-30 17:23:02,systemUnknown
96,french,Découvrir l'écriture de scripts en Bash,https://www.linkedin.com/learning/decouvrir-l-ecriture-de-scripts-en-bash/bienvenue-dans-decouvrir-l-ecriture-de-scripts-en-bash,25,"0.1;skimmed

1.1;skimmed
1.2;2020-05-03 17:21:18;https://www.linkedin.com/learning/decouvrir-l-ecriture-de-scripts-en-bash/creer-un-premier-fichier-de-script ; `echo $0`, `type echo`
1.3;2020-05-03 20:32:38;https://www.linkedin.com/learning/decouvrir-l-ecriture-de-scripts-en-bash/donner-les-permissions-d-execution;`ZZ` to save and quite in vi

###vocab
il y aura un flux de traitement
it will be a processing flow	

qui provient d'une commande
that comes from a command

pr. comment ferais-je
fair-REHZH

un chemin d'accès
a path",4.3,2017-02,,2020-05-03 20:31:46,systemUnknown
